id	navi	ipa	infixes	partOfSpeech	source	stressed	syllables	infixDots	de	en	et	fr	hu	nl	pl	ru	sv
6880	sulìn	ˈs·u.l·ɪn	s<0><1>ul<2>ìn	vin.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	1	su-lìn	s.ul.ìn	beschäftigt sein (positiv), in etwas vertieft sein, das man besonders gern macht	be busy (positive sense), be engrossed in something one finds especially pleasant and energizing	hõivatud olema (heas mõttes); olema keskendunud millelegi, mis on rahustav ja huvi pakkuv	être occupé (dans le sens positif du truc être occupé par une activité plaisante)	elfoglalt(nak lenni) (pozitív értelemben), elmélyed valamiben, amit különösen kellemesnek talál	bezig zijn (positief), iets doen wat je leuk en opwekkend vindt	być zajętym (w pozytywnym znaczeniu), być pochłoniętym czymś interesującym i pasonującym	быть занятым (в позитивном смысле), быть поглощенным чемто увлекательным	vara upptagen (på ett positivt sätt): hålla på med något som anses vara särskilt roligt och njutbart
6884	vrrìn	ˈv·ṛ.·ɪn	v<0><1>rr<2>ìn	vin.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	1	vrr-ìn	v.rr.ìn	beschäftigt sein (negativ): von einer Aktivität überfordert oder ermüdet sein	be busy (negative sense): be tired out and overwhelmed by an activity that's keeping one busy	hõivatud olema (halvas mõttes); olema väsinud ja küllastunud mingist hõivavast tegevusest	être occupé (dans le sens négatif du truc)	elfoglalt(nak lenni) (negatív értelemben): „nyakig ül a munkában”	bezig zijn (negatief), moe/overweldigd zijn door een activiteit	być zajętym (w negatywnym znaczeniu), być zmęczonym i zawalonym daną czynnością	быть занятым (в отрицательном смысле), быть утомленным и задавленным неким делом	vara upptagen (på ett negativt sätt): vara trött på en aktivitet som man är upptagen med
6888	tìk'ìn	tɪk.ˈʔɪn	NULL	n.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	2	tìk-'ìn	NULL	Freizeit, Abwesenheit von Geschäftigkeit	free time, the absence of business	vaba aeg, hõivatuse puudumine	temps libre	szabadidő, teendők hiánya	vrije tijd	czas wolny	свободное время	fritid, frånvaro av arbete
6892	säsulìn	sæ.ˈsu.lɪn	NULL	n.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	2	sä-su-lìn	NULL	Hobby, freudebringende Tätigkeit	hobby, pleasureyielding activity	hobi, meelerahu pakkuv tegevus	hobby | passe-temps	hobby, örömet szerző tevékenység	hobby, plezierige activiteit	hobby, pasja	хобби, приятная занятость	hobby, nöjesaktivitet
6896	'o'	ʔoʔ	NULL	adj.	http://naviteri.org/2010/09/getting-to-know-you-part-3/ (29 September 2010)	1	'o'	NULL	lustig, spaßig, aufregend, Spaß bringend	bringing fun, exciting	lõbu pakkuv, põnev, erutav	apportant du plaisir | amusant | excitant	mókás, izgalmas	wat plezier brengt, opwindend	zabawny, ekscytujący, dający radość	радующий, восхищающий	roligt, spännande
6900	Europa	ɛ.u.ˈɾo.pa	NULL	prop.n.	Frommer (02.-03. October 2010) http://forum.learnnavi.org/navi-lernen/frommersche-neuigkeiten-%28neue-worter-reflexiv-meine-name-ist-%29/msg325879/#msg325879	3	E-u-ro-pa	NULL	Europa	Europe	Euroopa	Europe	Európa	Europa	Europa	Европа	Europa
6904	skxaypxe	ˈsk'aj.p'ɛ	NULL	n.	NULL	1	skxay-pxe	NULL	Skype	Skype	Skype	Skype	Skype	Skype	Skype	Skype	Skype
6908	pxorpam	ˈp'oɾ.pam	NULL	n.	Frommer (02.-03. October 2010) http://forum.learnnavi.org/navi-lernen/frommersche-neuigkeiten-%28neue-worter-reflexiv-meine-name-ist-%29/msg325879/#msg325879	1	pxor-pam	NULL	Ejektiv, ejektiver Konsonant	ejective consonant	rõhuga kaashäälik	consonne éjective	„ejective” mássalhangzó (kx,tx,px)	ejectieve medeklinker	spółgłoska ejektywna, ejektyw	эжективная согласная	ejektiv konsonant
6912	tì'o'	tɪ.ˈʔoʔ	NULL	n.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	2	tì-'o'	NULL	Spaß, Aufregung	fun, excitement	lõbu, erutus	excitation	móka, izgalom	plezier, opwinding	zabawa	веселье	kul, spänning
6916	nì'o'	nɪ.ˈʔoʔ	NULL	adv.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	2	nì-'o'	NULL	auf eine lustige Art und Weise	in a manner which is enjoyable, enjoyably	nauditaval, lõbusal viisil	agréablement	élvezetes módon, élvezetesen	op een plezierige manier	przyjemnie, w sposób dający przyjemność	весело	på ett sätt som är njutbart eller behagligt
6920	fnan	fn·an	fn<0><1><2>an	vtr.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	1	fnan	fn..an	gut sein in etwas	be good at	hea olema (milleski)	être bon à	jó valamiben	goed zijn in	być dobrym w czymś	пригодность для	vara bra på
6924	wätx	w·æt'	w<0><1><2>ätx	vtr.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	1	wätx	w..ätx	schlecht sein in etwas	be bad at	halb olema (milleski)	être mauvais à	rossz valamiben	slecht zijn in	być złym w czymś	непригодность для	vara dålig på
6928	tìsom	tɪ.ˈsom	NULL	n.	Frommer (02.-03. October 2010) http://forum.learnnavi.org/navi-lernen/frommersche-neuigkeiten-%28neue-worter-reflexiv-meine-name-ist-%29/msg325879/#msg325879	2	tì-som	NULL	Hitze	heat	kuumus	chaleur	hő	hitte	ciepło	теплота, жара	hetta, värme
6932	tìwew	tɪ.ˈwɛw	NULL	n.	Frommer (02.-03. October 2010) http://forum.learnnavi.org/navi-lernen/frommersche-neuigkeiten-%28neue-worter-reflexiv-meine-name-ist-%29/msg325879/#msg325879	2	tì-wew	NULL	Kälte	coldness, cold	külm	froid | froideur	hideg	kou, koude	zimno	холод	kyla
6936	tìlen	tɪ.ˈlɛn	NULL	n.	Frommer (24.07. 2011) http://naviteri.org/2011/07/txantsana-ultxa-mi-siatll-great-meeting-in-seattle/	2	tì-len	NULL	Ereignis, Geschehen, Veranstaltung	event, happening	üritus, juhtum	évènement	esemény, történés	gebeurtenis	wydarzenie	случай	händelse, event
6940	nìnäk	nɪ.ˈnæk̚	NULL	adv.	Frommer (02.-03. October 2010) http://forum.learnnavi.org/navi-lernen/frommersche-neuigkeiten-%28neue-worter-reflexiv-meine-name-ist-%29/msg325879/#msg325879	2	nì-näk	NULL	trinkend, in flüssiger Weise	by drinking, in a liquid way	juues, vedelal viisil	en buvant (dans le sens 'en buvant quelque chose')	ivás útján	door te drinken	płynnie, w stanie ciekłym	через жидкость	av drickande, genom drickande
6944	nìhay	nɪ.ˈhaj	NULL	adv.	Frommer (02.-03. October 2010) http://forum.learnnavi.org/navi-lernen/frommersche-neuigkeiten-%28neue-worter-reflexiv-meine-name-ist-%29/msg325879/#msg325879	2	nì-hay	NULL	nächster	next	järgmisena	ensuite | après	következően	volgend(e)	następnie	?после?	nästa
6948	sayrìp	ˈsaj.ɾɪp̚	NULL	adj.	Frommer (04. October 2010) http://forum.learnnavi.org/language-updates/eana-reliri-leiam-nga-sayrip-nitxan-nang!/msg323681/#msg323681	1	say-rìp	NULL	gutaussehend, attraktiv	handsome, good looking	kena, nägus (meeste kohta)	beau (pour un homme)	jóképű, helyes	knap, goed uitziend	przystojny	статный, хорошо выглядящий	snygg, stilig (används vanligtvis för män)
6952	letokx	lɛ.ˈtok'	NULL	adj.	Frommer (29. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-3/	2	le-tokx	NULL	körperlich, physisch	bodily, physical	kehane, füüsiline	physique | corporel	testi, fizikai	lichamelijk, fysiek	cielesny, fizyczny	телесный	kroppslig, fysisk
6956	säzärìp	sæ.ˈzæ.ɾɪp̚	NULL	n.	Frommer (07. October 2010) http://forum.learnnavi.org/language-updates/meliu-amip-ipxay-si-sazarip/msg325929/#msg325929	2	sä-zä-rìp	NULL	Zügel	face lead, rein	Suurhobu ohjad	rêne | bride	kantár, kötőfék	lijn, teugels	lejce	узда	träns, tyglar
6960	ìpxa	ɪ.ˈp'a	NULL	n.	Frommer (07. October 2010) http://forum.learnnavi.org/language-updates/meliu-amip-ipxay-si-sazarip/msg325929/#msg325929	2	ì-pxa	NULL	Farn, Farnkraut	fern	Sõnajalg	fougère	páfrány	varen	paproć	папортник	ormbunke
6964	tìhawnu si	tɪ.ˈhaw.nu ˈs·i	tìhawnu s<0><1><2>i	vin.	Film (18. December 2009) http://wiki.learnnavi.org/index.php?title=Na%27vi_from_Avatar_Movie#Eytukan.27s_Death	3	tì-haw-nu si	tìhawnu s..i	beschützen	protect	kaitsma	protéger	véd	beschermen	chronić, osłaniać	защитить	skydda
6968	sno	sno	NULL	pn.	Frommer (07. October 2010) http://forum.learnnavi.org/language-updates/sieyng-a-ftu-naring-1-updates-from-the-language-workshop/	1	sno	NULL	er, sie, es selbst (reflexive Gentivform sneyä)	his self, her self, its self (reflexive, genitive form sneyä)	tema/nende enda oma (enesekohane genitiivne vorm: sneyä)	[pronom réfléchi à la 3ième personne] | se | soi-même | lui-même | elle-même | eux-mêmes	a sajátja  (visszaható)	hemzelf, haarzelf, hetzelf (reflexief, genitieve vorm sneyä)	swój własny (strona zwrotna, forma dopełniacza sneyä)	его, её (генитив  sneyä)	hans eget, hennes eget, dens eget (reflextiv, genitivform sneyä)
6972	kìte'e si	kɪ.tɛ.ˈʔɛ ˈs·i	kìte'e s<0><1><2>i	vin.	Film (18. December 2009) http://wiki.learnnavi.org/index.php?title=Na%27vi_from_Avatar_Movie#Toruk_Makto	3	kì-te-'e si	kìte'e s..i	dienen	serve	teenima	servir	szolgál	bedienen	służyć, usługiwać	служить	tjäna, betjäna, stå till tjänst
6984	var	v·aɾ	v<0><1><2>ar	vim.	Frommer (01.12. 2010) http://forum.learnnavi.org/language-updates/as-x-as-y-keep-on-keepin-on/	1	var	v..ar	in einem Zustand bleiben, eine Handlung fortführen, weitermachen	to persist in a state, to continue to perform an action	püsima mingis toimingus, jätkama mingit tegevust	continuer	valamilyen állapotban marad, folytat egy cselekvést	in iets volharden, iets constant blijven doen	kontynuwać (czynność)	продолжать действие	att fortsätta utföra en handling, att kvarstå i ett läge
6988	nìftxan	nɪ.ˈft'an	NULL	adv.	Frommer (01.12. 2010) http://forum.learnnavi.org/language-updates/as-x-as-y-keep-on-keepin-on/	2	nì-ftxan	NULL	so, derart, dermaßen	so, to such an extent	ühtmoodi, samal hulgal	tellement (dans le sens 'à un point tel que')	úgy, annyira	zo, in zoverre	tak, tak bardzo	так, до этих пределов	så, i sådan utsträckning
6992	Yeysu	ˈjɛj.su	NULL	prop.n.	(01 Dec 2010) http://forum.learnnavi.org/language-updates/for-%28duration%29-jesus-loan-word/	1	Yey-su	NULL	Jesus	Jesus	Jeesus	Jésus	Jézus	Jezus	Jezus	Исус	Jesus
7172	lelì'fya	lɛ.ˈlɪʔ.fja	NULL	adj.	Frommer (24. June 2010) http://naviteri.org/2010/06/first-post/	2	le-lì'-fya	NULL	Sprach, die Sprache betreffend	concerning language, regarding language	keelealane	langue | langage	nyelvet illető, nyelvi	betrekking hebbend op taal	językowy, dotyczacy języka	языковый	angående språk, språkligt
7176	takrra	ta.ˈkṛ.a	NULL	conj.	Frommer (31. February 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	2	ta-krr-a	NULL	seit (zeitlich)	since (temporal)	alates, juba	depuis (au sens temporel)	… óta (időben) másik alakja 	sinds (tijd)	od (chwili, która)	с (время)	sen, sedan (dess)
7180	akrrta	a.ˈkṛ.ta	NULL	conj.	http://naviteri.org/2011/01/new-year-new-vocabulary/ (31 Feb 2011)	2	a-krr-ta	NULL	seit (zeitlich)	since (temporal)	alates, juba	depuis ([précédé par la subordonnée])	… óta (időben)	sinds (tijd)	od (ktrórej to chwili)	с (время)	sen, sedan (dess)
7184	few	fɛw	NULL	adp.	31.01.2011 http://naviteri.org/2011/01/new-year-new-vocabulary/	1	few	NULL	hinüber, über, die andere Seite erreichen wollend	across, aiming for the opposite side of	üle, teisele poole	à travers | au travers | au delà	keresztül, át az ellenkező oldalra	tegenover, mikkend op de overkant van	przez, na drugą stronę	через (на противоположную сторону)	över, med sikte på andra sidan
7188	fewtusok	ˈfɛw.tu.sok̚	NULL	adj.	31.01.2011 http://naviteri.org/2011/01/new-year-new-vocabulary/	1	few-tu-sok	NULL	gegenüberliegend, andere Seite	opposite, on the opposite side	teisel pool, vastasolev (kõnekeeles: fewtsok (few.tsok))	opposé | l'autre côté/le côté opposé	ellentkező, az ellenkező oldalon	tegenover, aan de overkant	przeciwny, znajdujący się po przeciwnej stronie	противоположный (сторона)	motsats, på andra sidan
7192	sla'tsu	ˈsl·aʔ.t͡s·u	sl<0><1>a'ts<2>u	vtr.	31.01.2011 http://naviteri.org/2011/01/new-year-new-vocabulary/	1	sla'-tsu	sl.a'ts.u	beschreiben	describe	kirjeldama	décrire	leír (jellemez)	beschrijven	opisywać	описывать	beskriva
7196	tìsla'tsu	tɪ.ˈslaʔ.t͡su	NULL	n.	31.01.2011 http://naviteri.org/2011/01/new-year-new-vocabulary/	2	tì-sla'-tsu	NULL	Beschreibung	description	kirjeldus	description	leírás	omschrijving	opis	описание	beskrivning
7200	'en	ʔɛn	NULL	n.	http://naviteri.org/2011/01/new-year-new-vocabulary/ (31 Jan 2011)	1	'en	NULL	begründete Vermutung, Intuition	guess, informed guess, hunch, intuition	aimdus, tunnetus	conjecture | intuition	tipp, találgatás, gyanú, megérzés	gok, voorgevoel, intuitie	domysł, przypuszczenie, intuicja, wyczucie	догадка?, интуиция	gissning, intuition, känsla, magkänsla
7204	'en si	ˈʔɛn ˈs·i	'en s<0><1><2>i	vin.	http://naviteri.org/2011/01/new-year-new-vocabulary/ (31 Jan 2011)	1	'en si	'en s..i	vermuten, eine begründete Vermutung machen	make an informed guess	pakkuma, aimama, arvama	deviner	találgat	een gegronde gok doen	zgadywać, strzelać	догадаться	gissa
7208	le'en	lɛ.ˈʔɛn	NULL	adj.	31.01.2011 http://naviteri.org/2011/01/new-year-new-vocabulary/	2	le-'en	NULL	spekulativ, auf Vermutung beruhend	speculative, intuitive	vaistlik	intuitif (pour une chose)	elméleti, intuitív	speculatief, intuïtief	spekulatywny, intuicyjny, oparty na domysłach	предположительный, интуитивный	intuitiv, fundersam (om en handling, inte en person)
7212	nì'en	nɪ.ˈʔɛn	NULL	adv.	Frommer (31. January 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	2	nì-'en	NULL	eine begründete Vermutung machend, aufgrund von Intuition handeln	making an informed guess, acting on intuition	vaistu järgi (tegema)	faire une action éclairée | agir sur une intuition	találgatva, megérzés alapján cselekedve	een gegronde gok doen, op intuïtie ageren	intuicyjnie, na podstawie wyczucia	интуитивно	gissandes, agerar på sin magkänsla
7216	sä'o	ˈsæ.ʔo	NULL	n.	31.01.2011 http://naviteri.org/2011/01/new-year-new-vocabulary/	1	sä-'o	NULL	Werkzeug, Gerät	tool, utensil	tööriist, nõu	outil | ustensile	eszköz, szerszám	gereedschap	narzędzie	инструмент	redskap, verktyg
7220	pamtseo si	ˈpam.t͡sɛ.o ˈs·i	pamtseo s<0><1><2>i	vin.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	3	pam-tse-o si	pamtseo s..i	Musik spielen (mit fa für Instrumente)	play music (with fa for instrument played)	muusikat tegema (fa (muusikariista) mängima)	jouer de la musique	zenél (fa a hangszer neve előtt)	muziek maken (met fa voor het bespeelde instrument)	grać (na instrumencie fa)	играть музыку (с fa для указания инструмента)	spela musik (med fa för instrumentet som spelas)
7224	väng	væŋ	NULL	adj.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	1	väng	NULL	durstig	thirsty	janune	assoiffé	szomjas	dorstig	spragniony	жаждущий	törstig
7228	tìväng	tɪ.ˈvæŋ	NULL	n.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	2	tì-väng	NULL	Durst	thirst	janu	soif	szomjúság	dorst	pragnienie	жажда	törst
7232	sngum	sŋum	NULL	n.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	1	sngum	NULL	Sorge, Besorgnis, Befürchtung	worry	mure	ennui | souci | tracas	aggodalom	zorg	obawa, niepokój	беспокойство	oro
7236	nìsngum	nɪ.ˈsŋum	NULL	adv.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	2	nì-sngum	NULL	besorgniserrende Weise	worryingly, fretfully	murelikult	inquiétant	aggódva, bosszúsan	zorgelijk	niepokojąco, niespokojnie	беспокойно	oroande, upprörande
7240	yayayr	ja.ˈjajɾ	NULL	n.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	2	ya-yayr	NULL	Verwirrung, Durcheinander, Verwirrtheit	confusion	meeltesegadus	confusion	zűrzavar	verwarring	zakłopotanie, zmieszanie, niepewność	смущение	förvirring
7244	wäte	wæ.ˈt·ɛ	wät<0><1><2>e	vtr.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	2	wä-te	wät..e	bestreiten, anfechten, streiten	argue, dispute	vaidlema	argumenter | débattre	vitatkozik, veszekszik	discussieren, redetwisten	kłócić się, spierać się, kwestionować	спорить	gräla, diskutera
7248	tìwäte	tɪ.wæ.ˈtɛ	NULL	n.	http://naviteri.org/2011/01/new-year-new-vocabulary/ (31 Jan 2011)	3	tì-wä-te	NULL	Streit, Auseinandersetzung	dispute, argument	vaidlus	dispute | querelle | argumentation	vita, veszekedés	dispuut, redetwist	kłótnia, spór, sprzeczka, nieporozumienie	спор, аргумент	gräl, bråk
7252	säwäte	sæ.wæ.ˈtɛ	NULL	n.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	3	sä-wä-te	NULL	Streitpunkt, Streitgrund	point of contention, source of argument, thing disputed	väide, argument, vaieldav teema	point de discorde (dans le sens 'un point de discorde')	a vita tárgya, a szóváltás oka, a vitatott dolog	bron van dispuut, reden van het argument	kość niezgody, przedmiot sporu	предмет спора	grunden till gräl, källa till argument
7256	lewäte	lɛ.wæ.ˈtɛ	NULL	adj.	Frommer (31.1. 2011) http://naviteri.org/2011/01/new-year-new-vocabulary/	3	le-wä-te	NULL	umstritten	disagreeable, argumentative (of an agent)	vaieldav	désagréable | [argumenté dans un but qui est autre que la recherche pour la vérité]	kötekedő, okoskodó (személy)	onverkwikkelijk, onprettig	kłótkiwy, sporny	непримиримый, склочный	debattslysten, omedhållande
7260	nìwäte	nɪ.wæ.ˈtɛ	NULL	adv.	http://naviteri.org/2011/01/new-year-new-vocabulary/ (31 Jan 2011)	3	nì-wä-te	NULL	in unangenehmer Weise	disagreeably, begrudgingly	vaieldavalt	désagréablement	kötekedve, húzódozva	onverkwikkelijk, onprettig	kłótliwie	склочно	motvilligt, omedhållande
7264	li	li	NULL	adv.	Frommer (20.2.2011) http://naviteri.org/2011/02/new-vocabulary-part-2/	1	li	NULL	schon, bereits	already	juba	déjà	már	al, reeds	już	уже	redan
7268	lisre+	ˈli.sɾɛ	NULL	adp.	Frommer (20.2.2011) http://naviteri.org/2011/02/new-vocabulary-part-2/	1	li-sre	NULL	bis (spätestens)	by, before, up to but not after	(mingiks ajaks) teostama	avant, jusqu'à	mire, amíg, addigra	tot, voor, tot aan maar niet na	do, przed, aż do, ale nie później	до того (о времени)	fram tills, före
7272	ronsrelngop	ˈɾon.sɾɛl.ŋ·op̚	ronsrelng<0><1><2>op	vtr.	Frommer (20.2.2011) http://naviteri.org/2011/02/new-vocabulary-part-2/	1	ron-srel-ngop	ronsrelng..op	sich etwas vorstellen, ausmalen, imaginieren (komp. aus ronsem Geist, rel Bild, ngop erschaffen, Umgangssprache [ˈɾon.sɾɛw.ŋ·op̚] )	imagine, envision (c.w. from ronsem mind, rel picture, ngop create, casual pronunciation [ˈɾon.sɾɛw.ŋ·op̚] )	kujutle, kujuta ette  (tuletatud sõnadest ronsem mõistus, rel pilt, ngop clooma, kõnekeelselt [ˈɾon.sɾɛw.ŋ·op̚] 	imaginer	elképzel, felidéz  (eredete: ronsem elme, rel kép, ngop alkot, köznapi kiejtése [ˈɾon.sɾɛw.ŋ·op̚] )	verbeelden, zich voorstellen (c.w. van ronsem geest, rel afbeelding, ngop maken, spreektaal [ˈɾon.sɾɛw.ŋ·op̚] )	wyobrażać, używać wyobaźni (zł. ronsem umysł, rel obraz oraz ngop tworzyć, wymowa potoczna [ˈɾon.sɾɛw.ŋ·op̚])	вообразить, предвидеть (с.с. от ronsem разум, rel картинка, ngop создать, разговорное произношение [ˈɾon.sɾɛw.ŋ·op̚])	föreställa sig, visionera (sammansättn. ronsem sinne, rel bild, ngop skapa, vardagligt uttal [ˈɾon.sɾɛw.ŋ·op̚] )
